,School_Name,City,State,PREDDEG,LOCALE,Admission_Rate,ACT_Reading_Scores_75th_Percentile,ACT_Math_Scores_75th_Percentile,Undergraduate_Enrollment,In-State_Tuition,Out-Of-State_Tuition,C150_4,RET_FT4,Completion_Rate_100%_Expected_Time,ICLEVEL,BOOKSUPPLY,ROOMBOARD_ON,OTHEREXPENSE_ON,ROOMBOARD_OFF,OTHEREXPENSE_OFF,Mean_Earnings_10_Years_Post_Grad,Student_Faculty_Ratio,Median_Woman_Earnings_Post_Grad,Median_Male_Earnings_Post_Grad,Percentage_Federal_Loans_Paid_After_4Years,Average_Faculty_Salary,PRGMOFR,MD_FAMINC,Median_Household_Income,Percent_Undergrads_Received_Federal_Loans,Instructional_Expenditures_Per_Full_Time_Student,Net_Tuition_Revenue_Per_Full_Time_Student,RET_FT4_POOLED
3760,University of Advancing Technology,Tempe,AZ,3,12.0,0.9118,651.0,645.0,851.0,18966.0,18966.0,0.3579,0.6111,0.3,1,0.0,9600.0,800.0,10800.0,5500.0,57700,13.0,44558.0,48985.0,0.07,6015.0,,32361.5,65222,0.706,3395.0,16158.0,0.5964
3803,California State University-San Marcos,San Marcos,CA,3,21.0,0.933,651.0,645.0,14937.0,7727.0,19607.0,0.5916,0.7903,0.1856,1,1118.0,13150.0,2658.0,10191.0,3330.0,51100,25.0,56640.0,66032.0,0.2,10031.0,,31282.5,72827.06,0.2652,6895.0,5713.0,0.8131
3900,Northwest College of Art & Design,Tacoma,WA,3,12.0,0.7192,651.0,645.0,103.0,18100.0,18100.0,0.3793,0.6571,0.3103,1,837.0,12675.33,3130.9,9467.0,3133.0,32200,31.0,34673.0,,,,,49729,71291.8,0.6238,5370.0,19298.0,0.6896
3901,University of Washington-Bothell Campus,Bothell,WA,3,21.0,0.8302,651.0,645.0,5432.0,11950.0,39780.0,0.6627,0.8787,0.4571,1,900.0,14154.0,3873.0,14154.0,3873.0,69600,22.0,67936.0,82898.0,0.3,11638.0,,39205,69752.4,0.2403,5641.0,3394.0,0.8823
3902,University of Washington-Tacoma Campus,Tacoma,WA,3,12.0,0.8289,651.0,645.0,4313.0,12196.0,40026.0,0.5826,0.7462,0.4509,1,900.0,13194.0,3360.0,13194.0,3360.0,69600,16.0,67936.0,82898.0,0.3,10778.0,,39205,69752.4,0.3155,6606.0,3974.0,0.7739
3919,Provo College,Provo,UT,3,12.0,,651.0,645.0,681.0,17112.0,17112.0,0.4466,0.5862,0.0,1,0.0,9144.4,4284.6,10336.0,9000.0,26800,25.0,30388.0,44658.0,0.11,6629.0,,24784,61675.07,0.8618,7569.0,26946.0,0.6936
3981,Soka University of America,Aliso Viejo,CA,3,21.0,0.5241,645.0,755.0,435.0,34166.0,34166.0,0.9055,0.9412,0.8819,1,1124.0,13032.0,2774.0,17252.0,4556.0,PrivacySuppressed,7.0,52753.0,58285.0,0.1,12500.0,,44001,79623.38,0.324,39352.0,5222.0,0.9286
3985,World Mission University,Los Angeles,CA,3,11.0,,651.0,645.0,179.0,6440.0,6440.0,1.0,0.4737,0.0,1,600.0,14865.12,3519.62,9081.0,5904.0,PrivacySuppressed,7.0,,,,5002.0,,13380,62541,0.0393,5187.0,9097.0,0.6364
4051,California State University-Monterey Bay,Seaside,CA,3,22.0,0.9281,651.0,645.0,6588.0,7218.0,19098.0,0.6015,0.8129,0.3251,1,822.0,10895.0,2533.0,15167.0,3223.0,47000,23.0,52301.0,58488.0,0.17,9945.0,,28759,70802.17,0.2831,9094.0,5557.0,0.8128
4170,University of Phoenix-Hawaii,Kapolei,HI,3,21.0,,651.0,645.0,55.0,,,0.1333,,0.0667,1,,11739.67,3773.5,16104.0,4936.0,54900,9.0,33878.0,48310.0,0.04,,,18602,62086.89,0.3178,1408.0,11546.0,0.4
4189,Arizona College of Nursing-Tempe,Tempe,AZ,3,12.0,1.0,651.0,645.0,1094.0,23066.0,23066.0,,0.8667,,1,,9933.75,4682.38,10339.0,8807.0,26400,20.0,30586.0,33457.0,0.06,7305.0,,17322.5,55688.05,0.8195,4731.0,20424.0,0.8667
4258,American University of Health Sciences,Signal Hill,CA,3,21.0,,651.0,645.0,369.0,22975.0,22975.0,0.0,,0.0,1,1500.0,14498.5,3342.06,15336.0,4232.0,37800,16.0,91624.0,65297.0,0.2,11412.0,,31654,58092.74,0.8669,10707.0,31136.0,0.75
4265,Western Governors University,Salt Lake City,UT,3,21.0,,651.0,645.0,107952.0,7452.0,7452.0,0.6361,0.63,0.5475,1,200.0,10103.33,3687.67,6000.0,1000.0,48100,42.0,45516.0,71624.0,0.16,5693.0,,46441.5,62039.21,0.4471,2824.0,7231.0,0.6563
4266,California Aeronautical University,Bakersfield,CA,3,21.0,,651.0,645.0,292.0,30331.0,30331.0,0.4375,0.6667,,1,0.0,7500.0,3192.0,13419.0,4578.0,33400,7.0,32442.0,47220.0,,5237.0,,22891,65732.08,0.8427,21783.0,48613.0,0.7253
4298,International Baptist College and Seminary,Chandler,AZ,3,11.0,,651.0,645.0,46.0,12900.0,12900.0,0.6667,1.0,0.0,1,1000.0,7000.0,7011.0,9747.0,7011.0,PrivacySuppressed,4.0,,,,2754.0,,31665,55892.77,0.12,6019.0,8628.0,0.8095
4309,Linfield University-School of Nursing,Portland,OR,3,11.0,,651.0,645.0,343.0,,,,,,1,,13463.14,2971.71,12642.0,3081.25,60300,9.0,67620.0,74327.0,0.23,7803.0,,61012,64098.01,0.9029,10929.0,18720.0,
4310,Linfield University-Online and Continuing Education,McMinnville,OR,3,32.0,,651.0,645.0,130.0,,,,,,1,,13200.0,1950.0,13200.0,1950.0,60300,5.0,67620.0,74327.0,0.23,10230.0,,61012,64098.01,0.4593,9632.0,16499.0,
4368,New Saint Andrews College,Moscow,ID,3,32.0,,651.0,645.0,182.0,13950.0,13950.0,0.625,0.7778,0.1818,1,1400.0,12545.409971181556,3477.6961671469735,4000.0,1650.0,,14.0,,,,4576.0,,,,,5903.0,9698.0,0.75
4372,National American University-Ellsworth,Box Elder,SD,3,31.0,,651.0,645.0,41.0,6675.0,6675.0,,,,1,0.0,12545.409971181556,3477.6961671469735,12213.0,954.0,39500,15.0,35826.0,47142.0,0.03,,,17982,60277.72,0.0339,849.0,8526.0,1.0
4376,Oregon State University-Cascades Campus,Bend,OR,3,13.0,0.8581,680.0,660.0,1039.0,11037.0,31452.0,0.5,0.7563,0.5,1,600.0,13860.0,2754.0,13860.0,2754.0,56700,10.0,52655.0,69532.0,0.19,11201.0,,44450,60312.67,0.3527,3669.0,4129.0,0.7464
4414,Nevada State College,Henderson,NV,3,41.0,0.7902,651.0,645.0,4110.0,6075.0,19440.0,0.2851,0.764,0.0868,1,1300.0,11363.83,4176.5,10830.0,6446.0,PrivacySuppressed,18.0,52006.0,53789.0,0.08,7531.0,,31751.5,,0.1588,4574.0,3506.0,0.775
4415,California State University-Channel Islands,Camarillo,CA,3,22.0,0.93,651.0,645.0,6459.0,6817.0,18697.0,0.5809,0.8162,0.2331,1,1104.0,16300.0,3680.0,19056.0,4556.0,51900,20.0,54830.0,61491.0,0.17,10151.0,,27978,78662.36,0.2335,8059.0,4401.0,0.8252
4441,Birthingway College of Midwifery,Beaverton,OR,3,13.0,,651.0,645.0,3.0,,,,,,1,,12777.53,2700.02,12198.61,2762.71,PrivacySuppressed,1.0,,,,,,7260,65518.03,0.2857,10770.0,31825.0,
4446,Faith International University,Tacoma,WA,3,12.0,,651.0,645.0,139.0,11250.0,11250.0,0.25,0.5714,0.125,1,900.0,12675.33,3130.9,7660.0,3720.0,PrivacySuppressed,9.0,,53278.0,,3788.0,,34426,60716.89,0.2676,2086.0,5950.0,0.6
4462,West Coast University-Los Angeles,North Hollywood,CA,3,11.0,,651.0,645.0,2581.0,35178.0,35178.0,0.8333,0.625,0.8333,1,1803.0,14498.5,3342.06,9520.0,8290.0,67700,21.0,96728.0,111735.0,0.15,8855.0,,29657,63221.34,0.8839,10286.0,33201.0,0.7143
4465,DigiPen Institute of Technology,Redmond,WA,3,13.0,0.4602,700.0,690.0,1129.0,34900.0,34900.0,0.5699,0.7296,0.4404,1,1452.0,11000.0,2720.0,11000.0,2720.0,82400,11.0,55992.0,101873.0,0.25,8918.0,,61196,70283.94,0.4901,10094.0,27101.0,0.7674
4482,Brookline College-Albuquerque,Albuquerque,NM,3,11.0,,651.0,645.0,556.0,,,0.5211,0.5294,0.2222,1,,10396.0,4230.0,10396.0,4230.0,23700,18.0,26057.0,31027.0,0.06,7332.0,5.0,15003.5,50758.42,0.7614,4161.0,18358.0,0.7761
4484,Northcentral University,San Diego,CA,3,11.0,,651.0,645.0,158.0,,,,,,1,,15625.33,2962.0,14221.1,5106.6,PrivacySuppressed,1.0,,,,6595.0,,21114,63198.11,0.2614,3828.0,18406.0,
4493,ATI College-Whittier,Whitter,CA,3,21.0,,651.0,645.0,105.0,,,0.9,0.7,,1,,14498.5,3342.06,15000.97,4615.17,PrivacySuppressed,20.0,33042.0,42905.0,,5893.0,3.0,19273.5,61267,0.75,5000.0,9818.0,0.8636
4515,Nightingale College,Salt Lake City,UT,3,12.0,,651.0,645.0,2273.0,,,0.4884,0.4722,,1,,10103.33,3687.67,11000.6,4305.6,PrivacySuppressed,12.0,23709.0,,0.1,5706.0,3.0,32415.5,60498.27,0.7668,4160.0,13645.0,0.4812
4524,American InterContinental University,Chandler,AZ,3,41.0,,651.0,645.0,11094.0,12418.0,12418.0,0.1179,0.2127,0.0801,1,,9933.75,4682.38,6765.0,1303.0,45200,38.0,32528.0,46941.0,0.03,5958.0,,12480,58772.86,0.6546,1376.0,12559.0,0.2391
4527,University of California-Merced,Merced,CA,3,41.0,0.866,651.0,645.0,8321.0,13657.0,43411.0,0.7165,0.7876,0.4789,1,1073.0,18901.0,4603.0,9022.0,5118.0,PrivacySuppressed,19.0,57397.0,71532.0,0.22,12256.0,,33931,,0.2511,11615.0,9491.0,0.827
4539,Neumont College of Computer Science,Salt Lake City,UT,3,12.0,0.9054,651.0,645.0,517.0,25995.0,25995.0,0.54,0.7026,0.4867,1,1200.0,9048.0,3416.0,7712.0,3416.0,75100,29.0,,,,10053.0,,43318,65341.88,0.8866,4108.0,16195.0,0.7302
4541,Roseman University of Health Sciences,Henderson,NV,3,11.0,,651.0,645.0,559.0,,,,,,1,,11363.83,4176.5,13021.0,6999.0,PrivacySuppressed,10.0,102594.0,116356.0,0.2,10601.0,,26431.5,,0.6847,18528.0,48265.0,
4570,Los Angeles College of Music,Pasadena,CA,3,12.0,0.8299,651.0,645.0,251.0,25650.0,25650.0,0.7308,0.74,0.5294,1,1125.0,14498.5,3342.06,17253.0,4761.0,PrivacySuppressed,5.0,,33397.0,,4300.0,,26132,65564.04,0.3534,7902.0,18552.0,0.6666
4584,United States University,San Diego,CA,3,11.0,,651.0,645.0,175.0,6480.0,6480.0,0.0,0.0,0.0,1,1971.0,15625.33,2962.0,6319.0,1884.0,PrivacySuppressed,15.0,72937.0,99247.0,0.05,7304.0,,16957,63190.95,0.0244,2811.0,11322.0,0.0
4590,Eagle Gate College-Layton,Layton,UT,3,21.0,,651.0,645.0,230.0,17112.0,17112.0,0.5354,0.6,0.4375,1,0.0,9144.4,4284.6,10336.0,9000.0,31600,21.0,31780.0,44454.0,0.05,7230.0,,22815,64280.58,0.865,5899.0,20490.0,0.8511
4592,SAE Expression College,Emeryville,CA,3,21.0,,651.0,645.0,253.0,23599.0,23599.0,0.5303,0.5,0.2615,1,0.0,14498.5,3342.06,11088.0,954.0,56700,15.0,50020.0,50754.0,0.1,7404.0,,25200,77113.97,0.75,8506.0,33531.0,0.6429
4618,SUM Bible College and Theological Seminary,El Dorado Hills,CA,3,41.0,1.0,651.0,645.0,416.0,10540.0,10540.0,0.2389,0.9412,0.2212,1,900.0,7380.0,4746.0,13293.0,4746.0,PrivacySuppressed,23.0,,,,5000.0,,29345,,0.6508,3083.0,6244.0,0.7212
4629,Careers Unlimited,Orem,UT,3,13.0,,651.0,645.0,117.0,,,,,,1,,9144.4,4284.6,9885.61,5882.9,PrivacySuppressed,12.0,24175.0,,0.2,12421.0,1.0,33667,,0.743,5535.0,16609.0,
4686,University of the West,Rosemead,CA,3,21.0,,651.0,645.0,77.0,13604.0,13604.0,0.5,0.6667,0.0,1,1126.0,9108.0,3380.0,17253.0,4761.0,,3.0,,,,7051.0,,17815,,0.3091,14821.0,17482.0,0.4459
4785,Chamberlain University-Arizona,Phoenix,AZ,3,11.0,0.3636,651.0,645.0,797.0,19982.0,19982.0,0.6667,0.75,0.6667,1,600.0,7800.0,5700.0,15216.0,7468.0,60400,11.0,81360.0,87181.0,0.1,7955.0,,46046,63402.27,0.7628,6443.0,25401.0,0.7143
4794,Taft University System,Lakewood,CO,3,12.0,,651.0,645.0,3.0,,,,,,1,,11194.0,500.0,9719.0,1650.0,,15.0,,,,13934.0,,16789,,0.0,782.0,5517.0,
4804,Aspen University,Phoenix,AZ,3,11.0,,651.0,645.0,6299.0,5110.0,5110.0,,0.3654,,1,1400.0,7800.0,5700.0,10488.0,1248.0,,9.0,,,,5864.0,,19054,,0.1472,1750.0,8112.0,0.4628
4806,Denver College of Nursing,Denver,CO,3,11.0,,651.0,645.0,1046.0,,,,,,1,,13808.67,4156.33,12880.5,4637.25,PrivacySuppressed,16.0,71248.0,,0.19,6160.0,,29692,,0.6869,5166.0,16153.0,
4848,The Chicago School of Professional Psychology at Los Angeles,Los Angeles,CA,3,11.0,0.3662,651.0,645.0,223.0,12712.0,12712.0,,0.5,,1,2184.0,14865.12,3519.62,18536.0,8568.0,,5.0,57972.0,65376.0,,7533.0,,18495,PrivacySuppressed,0.7802,10428.0,33368.0,0.5
4853,Providence Christian College,Pasadena,CA,3,12.0,0.825,651.0,645.0,123.0,33396.0,33396.0,0.4167,0.619,0.35,1,1000.0,10838.0,6136.0,9416.0,6136.0,PrivacySuppressed,10.0,,,,6646.0,,63909,,0.7107,7230.0,27492.0,0.5357
4925,Pacific Rim Christian University,Honolulu,HI,3,11.0,,651.0,645.0,107.0,12380.0,12380.0,0.5556,0.7778,0.4286,1,850.0,8700.0,4600.0,6960.0,4653.0,,7.0,,,,,,27346,,0.7073,2386.0,12238.0,0.6364
4971,West Coast University-Orange County,Anaheim,CA,3,11.0,,651.0,645.0,2971.0,22548.0,22548.0,0.5,0.9167,0.5,1,1402.0,14498.5,3342.06,8568.0,7461.0,67700,20.0,96728.0,111735.0,0.15,8836.0,,29657,63221.34,0.8331,7645.0,24678.0,0.8113
4972,West Coast University-Ontario,Ontario,CA,3,12.0,,651.0,645.0,2500.0,35178.0,35178.0,0.5,0.9167,0.5,1,1803.0,14498.5,3342.06,9520.0,8290.0,67700,18.0,96728.0,111735.0,0.15,8544.0,,29657,63221.34,0.9149,10229.0,33019.0,0.9
5025,Touro University Worldwide,Los Alamitos,CA,3,21.0,,651.0,645.0,425.0,14600.0,14600.0,0.5714,0.8462,0.5833,1,1046.0,14498.5,3342.06,17654.0,3282.0,,9.0,,,0.1,6541.0,,22671.5,,0.499,2808.0,11000.0,0.7963
5028,Touro University Nevada,Henderson,NV,3,11.0,,651.0,645.0,55.0,,,,,,1,,11363.83,4176.5,13021.0,6999.0,PrivacySuppressed,8.0,86830.0,83775.0,0.1,9471.0,,31430,,0.175,11869.0,34659.0,
5082,New York Film Academy,Burbank,CA,3,12.0,,651.0,645.0,967.0,34090.0,34090.0,0.595,0.7407,0.5833,1,1000.0,14498.5,3342.06,19800.0,5179.0,,5.0,,,0.07,5816.0,,24424.5,,0.1778,11964.0,29514.0,0.6108
5112,Bergin University of Canine Studies,Penngrove,CA,3,23.0,,651.0,645.0,20.0,,,,,,1,,14498.5,3342.06,15000.97,4615.17,,4.0,,,,4160.0,,23382,,0.2692,16871.0,10997.0,
5148,John Paul the Great Catholic University,Escondido,CA,3,21.0,0.7885,693.0,595.0,292.0,28000.0,28000.0,0.619,0.7077,0.619,1,1905.0,13077.0,4761.0,13077.0,4761.0,,20.0,,,0.1,7242.0,,74361,,0.8029,20095.0,10342.0,0.705
5150,Ottawa University-Surprise,Surprise,AZ,3,21.0,0.3052,550.0,540.0,896.0,33000.0,33000.0,,0.5411,,1,1200.0,15000.0,3400.0,9500.0,3400.0,48100,12.0,46387.0,56018.0,0.08,6183.0,,37231.5,65346.8,0.8085,3308.0,16860.0,0.5087
5175,Los Angeles Pacific University,San Dimas,CA,3,21.0,,651.0,645.0,1363.0,10800.0,10800.0,0.3158,1.0,0.4545,1,1200.0,14498.5,3342.06,15336.0,3744.0,,22.0,,,,7496.0,,,,0.7085,1939.0,12909.0,0.5294
5184,Whitworth University-Adult Degree Programs,Spokane,WA,3,21.0,,651.0,645.0,227.0,,,,,,1,,12139.0,3700.0,10753.0,3700.0,48000,14.0,51777.0,65689.0,0.25,3509.0,,63155,63739.65,0.6527,7586.0,17819.0,
5249,Colorado State University Global,Aurora,CO,3,11.0,0.9603,595.0,645.0,6750.0,8400.0,8400.0,,0.3529,,1,768.0,12373.17,3136.93,10264.0,1008.0,,25.0,,,0.12,5224.0,,38728,,0.3984,2332.0,10501.0,0.4118
5273,Warner Pacific University Professional and Graduate Studies,Portland,OR,3,11.0,,651.0,645.0,251.0,6240.0,6240.0,0.4706,,0.0,1,1680.0,13463.14,2971.71,12288.0,3192.0,45200,10.0,51568.0,56388.0,0.09,6891.0,,35115,63798.34,0.6454,7128.0,16518.0,0.4
5285,California Miramar University,San Diego,CA,3,11.0,0.5652,651.0,645.0,91.0,9994.0,9994.0,0.619,0.6923,0.2778,1,1917.0,15625.33,2962.0,12000.0,4500.0,,13.0,,,,5200.0,,22320,,0.1099,1116.0,8074.0,0.72
5299,Midwives College of Utah,Salt Lake City,UT,3,12.0,0.8182,651.0,645.0,252.0,7719.0,7719.0,0.3333,0.8,0.0,1,875.0,10103.33,3687.67,14124.0,9204.0,,5.0,,,,3777.0,,28631.5,,0.375,1705.0,4859.0,0.6818
5305,Grace Mission University,Fullerton,CA,3,21.0,,651.0,645.0,68.0,3120.0,3120.0,0.5556,1.0,0.1111,1,1200.0,14498.5,3342.06,10305.0,3996.0,,18.0,,,,5179.0,,21455,,0.0,1339.0,5867.0,0.8333
5366,DeVry University-Arizona,Phoenix,AZ,3,11.0,0.5333,651.0,645.0,103.0,17488.0,17488.0,0.3333,,0.2791,1,400.0,7800.0,5700.0,15212.0,7552.0,50300,5.0,38945.0,50260.0,0.05,8804.0,,22648,63213.8,0.6348,5068.0,15521.0,0.7084
5367,DeVry University-California,Ontario,CA,3,12.0,0.4494,651.0,645.0,1457.0,17488.0,17488.0,0.0866,0.7,0.0714,1,400.0,14498.5,3342.06,15212.0,7552.0,50300,16.0,38945.0,50260.0,0.05,8670.0,,22648,63213.8,0.5306,2415.0,9360.0,0.7183
5368,DeVry University-Colorado,Westminster,CO,3,21.0,0.0,651.0,645.0,51.0,17488.0,17488.0,0.75,0.5,0.25,1,400.0,12373.17,3136.93,15212.0,7552.0,50300,7.0,38945.0,50260.0,0.05,6232.0,,22648,63213.8,0.6239,1027.0,3047.0,0.5556
5373,DeVry University-Nevada,Henderson,NV,3,11.0,0.6667,651.0,645.0,29.0,17488.0,17488.0,0.0,,0.0,1,400.0,11363.83,4176.5,15212.0,7552.0,50300,6.0,38945.0,50260.0,0.05,7500.0,,22648,63213.8,0.5429,3330.0,14741.0,0.6
5394,Arizona State University Digital Immersion,Scottsdale,AZ,3,12.0,0.7021,651.0,645.0,42511.0,,,0.2613,,0.1307,1,,9933.75,4682.38,10363.08,5363.39,55500,25.0,53185.0,68098.0,0.17,9934.0,,35851.5,69074.33,0.4826,3738.0,5247.0,
5461,University of Phoenix-Arizona,Phoenix,AZ,3,11.0,,651.0,645.0,63963.0,9552.0,9552.0,0.1368,0.3922,0.0022,1,1360.0,7800.0,5700.0,5850.0,2900.0,54900,92.0,33878.0,48310.0,0.04,7769.0,,18602,62086.89,0.6127,1487.0,12191.0,0.4046
5462,University of Phoenix-California,Ontario,CA,3,12.0,,651.0,645.0,1161.0,,,0.1875,,0.0375,1,,14498.5,3342.06,12366.0,7921.0,54900,11.0,33878.0,48310.0,0.04,15449.0,,18602,62086.89,0.3842,1286.0,10549.0,0.4815
5463,University of Phoenix-Nevada,Las Vegas,NV,3,21.0,,651.0,645.0,78.0,,,0.1667,,0.0,1,,10210.0,4447.0,11834.25,6709.75,54900,7.0,33878.0,48310.0,0.04,,,18602,62086.89,0.4409,1170.0,9592.0,1.0
5466,Minerva University,San Francisco,CA,3,11.0,0.0102,651.0,645.0,604.0,16450.0,16450.0,0.8068,0.9027,0.7614,1,1000.0,11500.0,4000.0,16905.2,4748.6,,12.0,,,,11808.0,,,,0.0,11439.0,11939.0,0.9027
5467,University of West Los Angeles,Inglewood,CA,3,21.0,,651.0,645.0,1.0,,,,,,1,,14498.5,3342.06,15000.97,4615.17,PrivacySuppressed,1.0,,,,6734.0,,,58283.55,0.0,10846.0,37833.0,
5496,California Intercontinental University,Irvine,CA,3,11.0,,651.0,645.0,160.0,10805.0,10805.0,1.0,,1.0,1,3900.0,14498.5,3342.06,7108.0,6562.0,,12.0,,,,5000.0,,10206,,0.1733,2071.0,11173.0,
5538,California Jazz Conservatory,Berkeley,CA,3,12.0,1.0,651.0,645.0,23.0,21900.0,21900.0,1.0,0.5,0.0,1,1126.0,14498.5,3342.06,17254.0,4274.0,,5.0,,,,4432.0,,14192,,0.2571,6338.0,34920.0,0.625
5562,Chamberlain University-Nevada,Las Vegas,NV,3,11.0,1.0,651.0,645.0,543.0,19982.0,19982.0,0.0,0.5,0.0,1,600.0,10210.0,4447.0,15216.0,7468.0,60400,11.0,81360.0,87181.0,0.1,7576.0,,46046,63402.27,0.7874,5767.0,24771.0,0.5
5565,Hussian College-Los Angeles,Los Angeles,CA,3,11.0,0.3287,651.0,645.0,231.0,40600.0,40600.0,0.4884,0.7778,0.4186,1,1200.0,14865.12,3519.62,15560.0,5080.0,36800,12.0,25101.0,33047.0,0.05,5838.0,,55207,71477.63,0.7068,6560.0,21010.0,0.6923
5579,Arizona College of Nursing-Las Vegas,Las Vegas,NV,3,21.0,0.9896,651.0,645.0,946.0,20826.0,20826.0,,0.6667,,1,,10210.0,4447.0,10339.0,8807.0,26400,20.0,30586.0,33457.0,0.06,7400.0,,17322.5,55688.05,0.866,6714.0,25275.0,0.8367
5596,Northwest University-Center for Online and Extended Education,Kirkland,WA,3,21.0,,651.0,645.0,592.0,11970.0,11970.0,0.4133,0.7286,0.35,1,930.0,12675.33,3130.9,13118.0,4335.0,46300,17.0,43698.0,64619.0,0.22,5554.0,,46713.5,71872.75,0.3573,3858.0,7711.0,0.6667
5619,Abraham Lincoln University,Glendale,CA,3,12.0,,651.0,645.0,63.0,6440.0,6440.0,,,,1,1125.0,14498.5,3342.06,15336.0,4232.0,,7.0,,,,,,,,0.4603,783.0,6692.0,0.0
5649,Seattle Film Institute,Seattle,WA,3,11.0,,651.0,645.0,86.0,30240.0,30240.0,0.7143,0.8889,,1,740.0,13681.5,3241.75,15018.0,3744.0,,8.0,,,,5542.0,,24493,,0.5753,3473.0,18793.0,0.8235
5660,University of Saint Katherine,San Marcos,CA,3,21.0,0.7848,651.0,645.0,242.0,26700.0,26700.0,,0.6774,,1,1125.0,14498.5,3342.06,17253.0,4761.0,,14.0,,,,7106.0,,,,0.5738,3881.0,14842.0,0.7375
5664,University of the People,Pasadena,CA,3,12.0,,651.0,645.0,12446.0,1200.0,1200.0,0.2339,0.6638,0.0751,1,0.0,14498.5,3342.06,2001.0,400.0,,20.0,,,,,,,,0.0,144.0,584.0,0.6575
5685,Chamberlain University-California,Rancho Cordova,CA,3,13.0,0.4286,651.0,645.0,437.0,19982.0,19982.0,,1.0,,1,600.0,14498.5,3342.06,15216.0,7468.0,60400,14.0,81360.0,87181.0,0.1,7576.0,,46046,63402.27,0.7681,7756.0,26837.0,0.5
5693,Presbyterian Theological Seminary in America,Santa Fe Springs,CA,3,21.0,,651.0,645.0,41.0,8289.0,8289.0,1.0,0.5,0.5,1,1300.0,14498.5,3342.06,14264.0,5600.0,,3.0,,,,1468.0,,,,0.0,1440.0,4844.0,0.75
5696,America Evangelical University,Gardena,CA,3,13.0,,651.0,645.0,43.0,6200.0,6200.0,,1.0,,1,1200.0,14498.5,3342.06,14500.0,4500.0,,6.0,,,,1863.0,,,,0.0,4135.0,7002.0,0.6
5700,Los Angeles Academy of Figurative Art,Van Nuys,CA,3,11.0,,651.0,645.0,8.0,31618.0,31618.0,,,,1,1000.0,14498.5,3342.06,12000.0,2076.0,,2.0,,,,1367.0,,,,0.8,33824.0,23353.0,1.0
5701,Westcliff University,Irvine,CA,3,11.0,0.6513,651.0,645.0,1299.0,16593.0,16593.0,0.6712,0.6306,0.5342,1,600.0,14498.5,3342.06,17253.0,3843.0,,10.0,,,,6662.0,,,,0.1927,1565.0,7476.0,0.7055
5942,Oak Valley College,Rialto,CA,3,21.0,,651.0,645.0,50.0,16080.0,16080.0,,0.5,,1,600.0,14498.5,3342.06,11054.0,3310.0,,7.0,,,,2833.0,,,,0.0,1677.0,2855.0,0.6459
5974,Arizona College of Nursing-Tucson,Tucson,AZ,3,11.0,1.0,651.0,645.0,503.0,21946.0,21946.0,,0.7143,,1,,9933.75,4682.38,10339.0,8807.0,26400,20.0,30586.0,33457.0,0.06,7144.0,,17322.5,55688.05,0.9202,3039.0,15999.0,0.7143
5975,Arizona College of Nursing-Phoenix,Phoenix,AZ,3,11.0,0.9753,651.0,645.0,418.0,23066.0,23066.0,,0.7143,,1,,7800.0,5700.0,10339.0,8807.0,26400,20.0,30586.0,33457.0,0.06,7639.0,,17322.5,55688.05,0.9529,1014.0,8546.0,0.7143
5982,Pathways College,Pasadena,CA,3,12.0,,651.0,645.0,9.0,6336.0,6336.0,,,,1,1125.0,14498.5,3342.06,23004.0,6348.0,,2.0,,,,6631.0,,,,0.0,28357.0,393.0,1.0
6007,California Northstate University,Elk Grove,CA,3,21.0,0.9548,651.0,645.0,191.0,49793.0,49793.0,1.0,0.971,1.0,1,2700.0,14498.5,3342.06,26197.0,2400.0,,7.0,,,,10944.0,,,,0.0,19260.0,48965.0,0.971
6037,Great Northern University,Spokane,WA,3,12.0,1.0,651.0,645.0,25.0,15600.0,15600.0,,0.6667,,1,930.0,10725.0,3700.0,10725.0,3700.0,,2.0,,,,3405.0,,,,0.0,20734.0,11603.0,0.6667
6039,Arizona College of Nursing-Salt Lake City,Murray,UT,3,21.0,1.0,651.0,645.0,186.0,20826.0,20826.0,,,,1,,9144.4,4284.6,10339.0,8807.0,26400,20.0,30586.0,33457.0,0.06,7500.0,,17322.5,55688.05,1.0,1206.0,6378.0,
